custateomer,state,gender,education,custateomer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_classs,customer,customer_lifetime_value
,Washington,M,High School or Below,,53214,91,0,Personal Auto,Four-Door Car,436,,RY27018,7228.0
,Oregon,F,Bachelor,,51643,283,0,Special Auto,Luxury,1358,,YJ16163,11009.0
,Arizona,M,High School or Below,,73168,70,0,Corporate Auto,Four-Door Car,425,,QM61543,5639.0
,Washington,F,Bachelor,,0,298,0,Personal Auto,Luxury,2145,,IU83998,11196.0
,California,F,College,,0,90,0,Personal Auto,Two-Door Car,648,,NE29938,12840.0
,Oregon,M,Doctor,,61246,110,0,Personal Auto,Luxury,159,,VQ57815,8828.0
,Washington,M,High School or Below,,32762,112,0,Corporate Auto,Four-Door Car,326,,FF93355,13268.0
,California,M,College,,0,69,5,Personal Auto,Two-Door Car,496,,MG12206,3728.0
,Nevada,F,High School or Below,,0,133,0,Personal Auto,Luxury,957,,NE55975,4983.0
,Washington,M,College,,0,126,0,Personal Auto,SUV,604,,BX70848,13727.0
,California,F,College,,64127,71,0,Personal Auto,Four-Door Car,72,,NJ88229,8343.0
,Oregon,M,High School or Below,,0,67,0,Personal Auto,Two-Door Car,308,,QW31435,7191.0
,Washington,F,Bachelor,,16794,96,0,Personal Auto,Four-Door Car,460,,DJ22229,13759.0
,Nevada,M,Bachelor,,31930,83,0,Personal Auto,Four-Door Car,37,,MB12747,9788.0
,Oregon,M,Master,,74918,85,0,Special Auto,Two-Door Car,314,,XQ50187,3360.0
,Oregon,M,Bachelor,,70742,124,1,Personal Auto,SUV,211,,WU62992,4887.0
,Oregon,M,College,,64801,64,0,Corporate Auto,Four-Door Car,268,,CE11667,7582.0
,California,F,Bachelor,,48829,64,1,Personal Auto,Four-Door Car,300,,BP53979,2516.0
,California,F,Doctor,,73853,89,0,Personal Auto,Four-Door Car,427,,DM59806,3571.0
,Arizona,M,High School or Below,,0,99,0,Personal Auto,Four-Door Car,712,,LJ88616,9868.0
,Oregon,M,Bachelor,,66844,70,4,Personal Auto,Four-Door Car,104,,TC82133,5375.0
,California,F,High School or Below,,11904,61,2,Corporate Auto,Two-Door Car,292,,NW65065,4254.0
,California,M,Bachelor,,56869,83,3,Personal Auto,Four-Door Car,269,,LS17120,3061.0
,Arizona,M,Bachelor,,0,67,0,Personal Auto,Two-Door Car,482,,ZN96843,2414.0
,Washington,F,Bachelor,,0,68,1,Personal Auto,Four-Door Car,326,,HZ98935,4526.0
,Arizona,M,College,,59325,71,0,Corporate Auto,Four-Door Car,229,,WG51330,5635.0
,Arizona,F,High School or Below,,0,115,0,Corporate Auto,Luxury,552,,DS58268,8254.0
,Washington,M,High School or Below,,0,112,1,Personal Auto,Two-Door Car,806,,SN27401,7320.0
,California,M,High School or Below,,25927,103,0,Personal Auto,SUV,674,,AI74959,3933.0
,Arizona,M,College,,0,71,0,Corporate Auto,Four-Door Car,493,,RC16862,2433.0
,California,M,Bachelor,,83073,71,0,Corporate Auto,Two-Door Car,10,,YP19985,5706.0
,Oregon,F,High School or Below,,0,73,2,Personal Auto,Four-Door Car,350,,SY29553,2585.0
,Oregon,F,College,,0,87,3,Special Auto,Four-Door Car,420,,EM78211,2659.0
,Arizona,F,College,,0,72,1,Personal Auto,Four-Door Car,345,,JL70559,5310.0
,Arizona,F,College,,35301,74,0,Personal Auto,Four-Door Car,128,,IS95117,5874.0
,California,F,College,,21829,111,0,Personal Auto,Luxury,532,,YU66872,8579.0
,Washington,F,Bachelor,,15142,116,0,Personal Auto,Two-Door Car,792,,WK62379,8903.0
,Arizona,F,Doctor,,0,71,0,Corporate Auto,Two-Door Car,340,,WR85740,8149.0
,Arizona,M,Bachelor,,58498,67,3,Personal Auto,Four-Door Car,321,,YY58769,2570.0
,Nevada,F,High School or Below,,64592,64,0,Personal Auto,Four-Door Car,307,,YK83904,2585.0
,California,M,Bachelor,,80306,71,0,Corporate Auto,Two-Door Car,340,,IE36279,2844.0
,California,F,Bachelor,,29105,117,0,Personal Auto,Luxury,272,,FT61724,4633.0
,Arizona,F,Bachelor,,47137,84,0,Personal Auto,Four-Door Car,161,,YV63603,6678.0
,Nevada,F,College,,0,62,0,Corporate Auto,Two-Door Car,446,,PT52001,2222.0
,Washington,F,Doctor,,0,109,0,Corporate Auto,SUV,723,,FM83188,8522.0
,Oregon,F,High School or Below,,0,100,0,Personal Auto,SUV,1000,,RN96985,25082.0
,Washington,F,College,,66711,86,0,Corporate Auto,Two-Door Car,366,,OA59724,3479.0
,Oregon,F,High School or Below,,48943,65,0,Corporate Auto,Two-Door Car,105,,LY83340,7851.0
,Arizona,F,Bachelor,,0,71,0,Personal Auto,Four-Door Car,511,,AX99820,2509.0
,Oregon,F,High School or Below,,34807,73,0,Personal Auto,Two-Door Car,472,,MH13358,2854.0
,Oregon,F,High School or Below,,52583,113,0,Personal Auto,SUV,528,,UQ51981,8879.0
,California,M,Master,,0,111,0,Corporate Auto,Luxury,617,,JQ60102,8392.0
,Washington,F,High School or Below,,92589,65,0,Personal Auto,Four-Door Car,312,,CB52667,5279.0
,Oregon,M,College,,96689,103,0,Personal Auto,Luxury,37,,YP29527,8272.0
,Nevada,M,High School or Below,,0,73,0,Corporate Auto,Four-Door Car,525,,GW89349,7662.0
,California,M,Doctor,,76594,122,1,Personal Auto,SUV,832,,ZD72991,4899.0
,Arizona,M,Bachelor,,83777,112,0,Personal Auto,Luxury,377,,CS51928,4508.0
,Washington,F,College,,20954,78,0,Special Auto,Four-Door Car,534,,IJ18945,3094.0
,Nevada,M,Master,,84491,110,0,Personal Auto,SUV,156,,EF21564,4383.0
,Oregon,F,Bachelor,,89451,63,0,Personal Auto,Four-Door Car,61,,AY35539,2530.0
,Arizona,F,High School or Below,,85132,106,5,Personal Auto,SUV,501,,XJ96507,8291.0
,Arizona,M,College,,11193,114,0,Personal Auto,SUV,820,,ZG95780,8164.0
,Oregon,F,High School or Below,,28806,61,0,Personal Auto,Four-Door Car,292,,GI55977,2337.0
,Washington,M,High School or Below,,76184,111,0,Corporate Auto,Two-Door Car,532,,BV63942,9002.0
,California,M,College,,66429,136,0,Corporate Auto,Luxury,57,,PF81183,5389.0
,California,F,High School or Below,,43278,68,0,Personal Auto,Four-Door Car,326,,HV16877,2721.0
,California,M,College,,13528,86,0,Personal Auto,Four-Door Car,412,,XO92596,6005.0
,California,M,Bachelor,,74015,72,0,Personal Auto,Four-Door Car,471,,IQ73438,5555.0
,Nevada,F,Bachelor,,54507,138,0,Personal Auto,SUV,702,,FY74419,5470.0
,Oregon,F,Master,,0,119,5,Personal Auto,Four-Door Car,439,,JQ30166,15610.0
,Arizona,M,College,,72302,66,0,Corporate Auto,Two-Door Car,316,,WC22220,2616.0
,Oregon,F,Bachelor,,14606,72,5,Personal Auto,Four-Door Car,439,,OT66924,4681.0
,Arizona,M,Master,,0,68,0,Personal Auto,Four-Door Car,689,,UC21019,4890.0
,Arizona,F,College,,43406,187,0,Personal Auto,Luxury,897,,YW88487,7457.0
,Arizona,F,Master,,60426,62,0,Corporate Auto,Two-Door Car,133,,CA45756,22185.0
,California,M,Bachelor,,26334,71,0,Personal Auto,Two-Door Car,340,,JY42899,5305.0
,Washington,F,College,,22514,80,0,Personal Auto,Four-Door Car,203,,KM72781,9470.0
,Arizona,F,Doctor,,76114,88,0,Personal Auto,Four-Door Car,422,,DV62119,3548.0
,Oregon,M,Bachelor,,48791,62,3,Personal Auto,Two-Door Car,69,,DO12179,2451.0
,California,M,Bachelor,,65605,111,2,Corporate Auto,Two-Door Car,377,,ER20865,8652.0
,Oregon,F,High School or Below,,69259,63,0,Personal Auto,Four-Door Car,362,,YQ95507,2535.0
,Oregon,F,High School or Below,,0,64,1,Personal Auto,Four-Door Car,460,,VW65691,4314.0
,Oregon,F,High School or Below,,0,62,0,Corporate Auto,Four-Door Car,446,,LL55780,6731.0
,Oregon,F,Bachelor,,90969,65,0,Personal Auto,Four-Door Car,190,,WK29536,7779.0
,Nevada,M,College,,50180,77,3,Personal Auto,Four-Door Car,360,,UX87980,2805.0
,Washington,M,Master,,41991,67,0,Personal Auto,Four-Door Car,88,,TJ68521,5251.0
,Arizona,M,Bachelor,,71391,67,0,Personal Auto,Four-Door Car,284,,RJ57593,8044.0
,California,F,High School or Below,,0,61,1,Personal Auto,Four-Door Car,292,,YI83073,4250.0
,Arizona,F,College,,70725,70,0,Corporate Auto,Four-Door Car,336,,QQ18636,13891.0
,Oregon,F,Master,,36650,69,1,Personal Auto,Four-Door Car,56,,JV23769,2725.0
,Washington,M,High School or Below,,54194,119,1,Personal Auto,SUV,112,,PA19547,4779.0
,Oregon,F,Bachelor,,23554,61,0,Personal Auto,Two-Door Car,142,,IH91478,4808.0
,Arizona,M,College,,62464,109,0,Corporate Auto,Luxury,400,,OR78439,8658.0
,Oregon,F,College,,71888,115,0,Personal Auto,SUV,552,,CW15758,9215.0
,California,M,College,,80846,65,0,Corporate Auto,Four-Door Car,227,,RY26286,5068.0
,Oregon,M,College,,0,67,0,Personal Auto,Four-Door Car,321,,YP71513,4879.0
,Arizona,F,High School or Below,,11432,119,0,Corporate Auto,SUV,571,,CJ51511,13466.0
,Oregon,F,College,,39017,170,2,Personal Auto,SUV,592,,GQ11852,13306.0
,California,M,Bachelor,,0,108,0,Personal Auto,Luxury,777,,TC29250,7350.0
,Arizona,M,Bachelor,,73769,61,0,Corporate Auto,Four-Door Car,121,,HX63408,4822.0
,Arizona,F,Master,,58557,88,0,Personal Auto,Four-Door Car,55,,LJ15849,3554.0
,Nevada,M,College,,0,91,0,Corporate Auto,Four-Door Car,707,,NC40609,3135.0
,Oregon,F,College,,48367,161,0,Personal Auto,SUV,772,,JZ23377,57520.0
,Arizona,M,College,,39718,65,2,Personal Auto,Four-Door Car,366,,TB17648,2515.0
,Oregon,F,College,,0,96,1,Personal Auto,Four-Door Car,460,,OP68330,7247.0
,Oregon,F,High School or Below,,43358,61,0,Corporate Auto,Two-Door Car,400,,GO53814,4878.0
,California,F,Bachelor,,83873,76,1,Personal Auto,Two-Door Car,218,,VW11431,2971.0
,California,F,Doctor,,22361,95,0,Personal Auto,Four-Door Car,530,,FG96614,11302.0
,California,F,Bachelor,,70061,99,0,Corporate Auto,Four-Door Car,699,,KQ98040,7996.0
,California,M,High School or Below,,0,73,0,Personal Auto,Four-Door Car,525,,DP23630,7411.0
,Arizona,F,Bachelor,,65742,79,0,Personal Auto,Four-Door Car,277,,No31089,3179.0
,Washington,M,Bachelor,,23665,67,0,Personal Auto,Four-Door Car,404,,TU15769,22658.0
,California,M,College,,66457,95,0,Personal Auto,Four-Door Car,456,,DA20791,3774.0
,Arizona,F,Bachelor,,82634,104,0,Personal Auto,SUV,324,,AE89300,8224.0
,Oregon,F,High School or Below,,0,69,0,Corporate Auto,Four-Door Car,331,,UE13511,2563.0
,Oregon,M,College,,0,70,0,Personal Auto,Four-Door Car,425,,MS46793,2393.0
,Nevada,M,Bachelor,,29735,69,0,Personal Auto,Four-Door Car,331,,ME22430,2453.0
,California,M,College,,61417,65,0,Personal Auto,Two-Door Car,206,,JZ28710,5143.0
,Oregon,F,High School or Below,,0,105,0,Personal Auto,SUV,756,,HP80279,7378.0
,California,M,High School or Below,,43846,65,1,Personal Auto,Four-Door Car,125,,EH22538,2574.0
,Arizona,M,High School or Below,,0,67,0,Personal Auto,Four-Door Car,482,,JP87331,22315.0
,Nevada,F,College,,33775,61,0,Personal Auto,Two-Door Car,292,,VA89684,2430.0
,Oregon,M,College,,96988,77,0,Personal Auto,Two-Door Car,369,,XS68865,6160.0
,Arizona,M,Bachelor,,0,114,0,Personal Auto,Two-Door Car,820,,IZ13533,7912.0
,Oregon,F,Doctor,,81945,68,0,Personal Auto,Four-Door Car,47,,JB47784,5534.0
,Arizona,F,Bachelor,,0,65,0,Personal Auto,Four-Door Car,27,,LT79371,2382.0
,Nevada,F,Bachelor,,19019,186,0,Personal Auto,Luxury,1003,,DE78840,6991.0
,Oregon,F,Bachelor,,62579,72,0,Personal Auto,Four-Door Car,326,,PU25554,2885.0
,California,F,High School or Below,,46587,119,2,Personal Auto,Four-Door Car,571,,ZI47098,41787.0
,Arizona,F,Bachelor,,0,81,0,Personal Auto,Four-Door Car,583,,CN53343,2848.0
,Arizona,F,Bachelor,,0,78,0,Special Auto,Four-Door Car,561,,IN18876,8123.0
,Washington,M,High School or Below,,0,135,0,Corporate Auto,SUV,648,,FV38119,9661.0
,California,M,High School or Below,,0,66,0,Corporate Auto,Four-Door Car,758,,YD89516,4488.0
,California,M,College,,29327,118,0,Special Auto,Four-Door Car,627,,BN89470,4561.0
,Oregon,M,Master,,81081,96,1,Corporate Auto,Four-Door Car,206,,VZ64716,11546.0
,Oregon,F,High School or Below,,0,106,0,Personal Auto,SUV,763,,FU17577,3788.0
,Nevada,M,Master,,57222,112,1,Personal Auto,Luxury,297,,QY37300,13502.0
,Arizona,M,College,,91147,107,0,Personal Auto,Luxury,50,,UI84849,8563.0
,California,F,High School or Below,,76638,73,1,Personal Auto,Four-Door Car,435,,MN81810,2913.0
,California,M,Bachelor,,29697,64,0,Personal Auto,Four-Door Car,147,,XN42396,7540.0
,Arizona,M,High School or Below,,0,61,0,Corporate Auto,Four-Door Car,301,,VZ13840,6950.0
,Arizona,F,College,,67352,181,1,Personal Auto,Luxury,560,,NI27358,7255.0
,Oregon,F,Bachelor,,23904,123,3,Personal Auto,SUV,590,,LO39834,4334.0
,Arizona,M,Bachelor,,0,88,2,Personal Auto,Four-Door Car,422,,WX18073,6307.0
,California,F,Bachelor,,89953,74,0,Corporate Auto,Four-Door Car,274,,PG27422,5904.0
,California,M,High School or Below,,20862,68,0,Personal Auto,Four-Door Car,326,,AX56708,4794.0
,Nevada,F,College,,47663,114,0,Personal Auto,Luxury,103,,JI80257,9180.0
,Washington,M,Master,,49564,105,0,Corporate Auto,Four-Door Car,661,,EK95340,8355.0
,California,M,College,,28432,118,0,Personal Auto,SUV,612,,FS67856,13869.0
,California,M,College,,32356,117,2,Personal Auto,Two-Door Car,428,,JX27737,13452.0
,Oregon,M,High School or Below,,55269,71,0,Personal Auto,Two-Door Car,340,,SY81273,16798.0
,California,F,College,,0,116,0,Personal Auto,Four-Door Car,509,,FZ16327,8273.0
,Oregon,M,High School or Below,,76771,95,1,Personal Auto,Two-Door Car,91,,XC26395,7408.0
,Nevada,F,College,,75648,108,0,Corporate Auto,SUV,112,,HA72996,4349.0
,Oregon,M,Doctor,,20698,68,5,Personal Auto,Two-Door Car,248,,WP51328,4744.0
,Oregon,F,High School or Below,,29734,63,0,Corporate Auto,Two-Door Car,649,,CP47989,17208.0
,Nevada,M,Bachelor,,43963,110,0,Corporate Auto,SUV,528,,JO75190,8673.0
,California,M,High School or Below,,29465,63,0,Personal Auto,Four-Door Car,302,,AP47670,2497.0
,Arizona,F,High School or Below,,24851,103,0,Personal Auto,SUV,604,,BT61680,32069.0
,Arizona,M,Bachelor,,0,107,2,Corporate Auto,SUV,770,,KX23022,3312.0
,California,M,College,,11033,97,0,Special Auto,Two-Door Car,511,,KB20508,10828.0
,Oregon,F,College,,20495,61,0,Personal Auto,Four-Door Car,292,,HU89665,12128.0
,California,F,Master,,95766,68,0,Personal Auto,Four-Door Car,162,,HD12841,5505.0
,California,M,College,,0,65,0,Corporate Auto,Four-Door Car,655,,AR63478,6715.0
,Oregon,F,Bachelor,,61029,72,0,Personal Auto,Two-Door Car,114,,UP90711,2836.0
,Oregon,M,Bachelor,,0,105,0,Personal Auto,SUV,504,,EK58626,3561.0
,California,M,High School or Below,,56188,86,3,Special Auto,Four-Door Car,175,,CA14631,6552.0
,Arizona,F,Bachelor,,94812,70,0,Personal Auto,Four-Door Car,121,,AU98438,2833.0
,California,F,Bachelor,,0,70,1,Personal Auto,Two-Door Car,336,,RD96782,5099.0
,Oregon,F,College,,55338,116,0,Corporate Auto,Two-Door Car,556,,SY66568,9415.0
,California,F,High School or Below,,82477,90,0,Personal Auto,Two-Door Car,432,,WE52979,3644.0
,Oregon,F,College,,20852,73,0,Personal Auto,Two-Door Car,383,,PL56477,2927.0
,Washington,F,High School or Below,,0,82,0,Personal Auto,Two-Door Car,296,,XK20264,9227.0
,Oregon,F,Doctor,,0,83,0,Personal Auto,Two-Door Car,544,,DV57698,3148.0
,Arizona,F,College,,0,95,2,Personal Auto,Two-Door Car,456,,RD53171,3063.0
,Arizona,F,High School or Below,,72460,85,0,Personal Auto,Four-Door Car,370,,PK23339,3417.0
,Oregon,M,Bachelor,,76358,66,0,Personal Auto,Four-Door Car,86,,GA74551,23594.0
,California,M,High School or Below,,96306,95,1,Corporate Auto,Four-Door Car,185,,BS26376,7519.0
,Arizona,F,College,,49544,101,0,Personal Auto,SUV,0,,WW74234,3969.0
,Oregon,M,High School or Below,,0,68,0,Personal Auto,Two-Door Car,609,,UA26783,4874.0
,California,M,Bachelor,,0,101,0,Corporate Auto,SUV,727,,DV38369,7261.0
,Arizona,M,College,,63357,101,0,Personal Auto,SUV,565,,ZM42260,8005.0
,Arizona,M,High School or Below,,0,82,0,Corporate Auto,Four-Door Car,590,,EB34435,2996.0
,Arizona,M,Bachelor,,23060,109,3,Corporate Auto,SUV,731,,QY41527,4175.0
,Arizona,M,Master,,27781,71,0,Corporate Auto,Four-Door Car,340,,WG61503,8491.0
,Arizona,M,College,,43246,62,0,Personal Auto,Four-Door Car,52,,TY59969,2402.0
,Oregon,F,High School or Below,,14254,124,0,Corporate Auto,SUV,595,,DO20853,4775.0
,Nevada,M,College,,60334,106,0,Corporate Auto,Four-Door Car,111,,CD14267,4235.0
,California,F,Bachelor,,35625,65,1,Personal Auto,Four-Door Car,288,,WL40338,5107.0
,Oregon,F,Bachelor,,54684,111,3,Corporate Auto,Luxury,302,,GV75215,13167.0
,Oregon,M,Bachelor,,56228,65,0,Personal Auto,Two-Door Car,276,,CN91738,2520.0
,Oregon,M,Bachelor,,82166,134,3,Personal Auto,SUV,643,,UR36951,5189.0
,Oregon,F,Bachelor,,30406,73,0,Personal Auto,Four-Door Car,350,,JU87932,2893.0
,Arizona,M,Bachelor,,75007,101,0,Personal Auto,Four-Door Car,668,,IR50609,3985.0
,Washington,M,Bachelor,,79271,62,4,Personal Auto,Four-Door Car,232,,VI18029,2414.0
,Arizona,F,High School or Below,,0,76,0,Personal Auto,Four-Door Car,364,,CC46747,18688.0
,California,M,Bachelor,,59414,140,0,Personal Auto,SUV,65,,ZK58906,16589.0
,Oregon,M,Bachelor,,44719,66,0,Personal Auto,Four-Door Car,316,,SQ70457,23331.0
,Nevada,F,Bachelor,,0,129,2,Personal Auto,SUV,291,,ZA37110,4699.0
,California,F,Doctor,,21986,63,0,Personal Auto,Two-Door Car,333,,HH23204,2395.0
,Oregon,F,High School or Below,,58480,113,1,Personal Auto,SUV,542,,IE29890,8861.0
,Washington,F,Master,,37520,74,0,Special Auto,Two-Door Car,163,,VO25412,8936.0
,California,M,Bachelor,,50165,62,0,Personal Auto,Two-Door Car,129,,ME37051,7340.0
,Arizona,M,College,,42961,83,0,Personal Auto,Four-Door Car,398,,DL17162,26453.0
,Oregon,M,High School or Below,,86687,80,0,Personal Auto,Four-Door Car,274,,DD27563,6342.0
,Oregon,F,High School or Below,,0,93,0,Personal Auto,Four-Door Car,41,,IA27050,6560.0
,Arizona,F,Bachelor,,23772,83,0,Personal Auto,Four-Door Car,100,,UQ63751,6687.0
,California,M,College,,0,98,0,Personal Auto,Four-Door Car,354,,MV26494,3681.0
,Arizona,F,Doctor,,18241,65,0,Personal Auto,Two-Door Car,151,,EN89709,2555.0
,Oregon,M,Bachelor,,0,65,0,Corporate Auto,Two-Door Car,312,,QN68814,2373.0
,California,F,High School or Below,,86650,69,2,Personal Auto,Two-Door Car,323,,NE70831,2732.0
,Arizona,M,Bachelor,,0,137,0,Personal Auto,SUV,1554,,FV72595,4703.0
,Oregon,F,Master,,35973,159,0,Personal Auto,Luxury,763,,VZ81004,19259.0
,Arizona,M,High School or Below,,26262,97,0,Personal Auto,Four-Door Car,465,,VM89271,3844.0
,California,M,College,,25187,121,0,Personal Auto,SUV,580,,CL97519,4683.0
,Oregon,F,High School or Below,,88081,64,0,Personal Auto,Four-Door Car,82,,RN71166,5174.0
,Oregon,F,High School or Below,,83460,66,0,Corporate Auto,Four-Door Car,443,,PJ86059,2655.0
,California,F,Bachelor,,19949,74,1,Corporate Auto,Four-Door Car,355,,BP34620,5615.0
,Oregon,M,College,,0,92,0,Personal Auto,Two-Door Car,897,,HI58196,3161.0
,Arizona,M,High School or Below,,0,109,0,Personal Auto,SUV,784,,OZ58610,7575.0
,California,F,Bachelor,,77739,98,0,Personal Auto,Four-Door Car,428,,WC34456,3985.0
,Oregon,F,College,,23649,122,0,Personal Auto,SUV,535,,FC15606,9706.0
,Arizona,M,College,,68980,98,0,Personal Auto,Four-Door Car,464,,UM99946,7736.0
,Oregon,F,Master,,60010,103,0,Special Auto,Four-Door Car,494,,JG94795,4179.0
,California,F,Bachelor,,30968,74,1,Corporate Auto,Two-Door Car,45,,GD93408,5759.0
,California,M,High School or Below,,0,116,0,Personal Auto,Four-Door Car,556,,QO12561,4165.0
,Washington,F,High School or Below,,99841,65,0,Personal Auto,Four-Door Car,312,,VI12822,2632.0
,California,M,College,,0,105,0,Personal Auto,Four-Door Car,504,,CT84535,3885.0
,California,M,College,,32967,105,1,Personal Auto,SUV,504,,NT36519,8161.0
,Oregon,M,Master,,0,125,0,Personal Auto,SUV,900,,WT86597,13024.0
,California,F,College,,31794,119,0,Personal Auto,SUV,571,,ZJ27465,14137.0
,Washington,F,High School or Below,,36710,94,0,Personal Auto,Four-Door Car,676,,QF75939,3700.0
,Oregon,F,Bachelor,,36267,69,0,Personal Auto,Four-Door Car,263,,MC73302,5511.0
,Oregon,M,High School or Below,,12430,73,0,Personal Auto,Four-Door Car,350,,WE21182,5169.0
,Oregon,F,High School or Below,,93715,74,0,Personal Auto,Four-Door Car,532,,TD90906,6044.0
,Nevada,F,College,,75648,108,0,Corporate Auto,SUV,112,,WB66665,4349.0
,Washington,F,College,,24584,66,0,Corporate Auto,Four-Door Car,279,,ZP26168,9688.0
,California,M,Bachelor,,36088,72,0,Personal Auto,Four-Door Car,345,,ZG56744,5528.0
,Arizona,M,Bachelor,,21723,104,0,Personal Auto,SUV,748,,BO81145,7894.0
,Oregon,F,High School or Below,,63833,73,0,Personal Auto,Four-Door Car,199,,BQ28323,5935.0
,California,M,College,,0,61,0,Personal Auto,Four-Door Car,304,,WD38315,4520.0
,Arizona,F,Bachelor,,45892,81,0,Corporate Auto,Four-Door Car,388,,IS73434,3219.0
,Oregon,M,College,,90263,74,0,Personal Auto,Two-Door Car,355,,VO94890,5935.0
,Washington,M,High School or Below,,0,63,0,Corporate Auto,Four-Door Car,453,,ZH43085,2322.0
,Oregon,M,Bachelor,,40548,98,0,Personal Auto,Four-Door Car,470,,HQ10502,11692.0
,Oregon,M,College,,0,99,0,Corporate Auto,Two-Door Car,831,,SP46702,10175.0
,Washington,M,High School or Below,,50450,63,0,Personal Auto,Four-Door Car,302,,JB60515,2513.0
,California,F,College,,0,85,0,Personal Auto,Two-Door Car,612,,TK49887,2897.0
,Arizona,F,College,,75963,69,0,Corporate Auto,Two-Door Car,102,,EG16813,5515.0
,Arizona,F,High School or Below,,32714,87,0,Personal Auto,Four-Door Car,513,,SI13406,3469.0
,Oregon,F,Bachelor,,42790,87,0,Personal Auto,Two-Door Car,290,,WC11272,6907.0
,Oregon,F,Bachelor,,20694,94,1,Personal Auto,Two-Door Car,451,,TU27563,3647.0
,California,F,Bachelor,,25820,82,0,Personal Auto,Four-Door Car,393,,IL72707,3265.0
,California,M,High School or Below,,24744,65,0,Personal Auto,Four-Door Car,312,,DZ62350,2514.0
,Washington,F,Bachelor,,0,73,3,Personal Auto,Two-Door Car,350,,VV82891,4462.0
,Washington,F,Bachelor,,27538,63,4,Personal Auto,Four-Door Car,285,,UQ41461,4570.0
,Oregon,F,High School or Below,,81280,68,0,Personal Auto,Four-Door Car,308,,NI58226,2752.0
,California,M,College,,0,67,1,Personal Auto,Four-Door Car,321,,VA78645,2188.0
,Nevada,M,Bachelor,,0,73,0,Personal Auto,Four-Door Car,350,,UY61301,2710.0
,Washington,F,Bachelor,,26486,128,1,Personal Auto,SUV,614,,XC25965,14754.0
,Oregon,F,High School or Below,,0,97,0,Personal Auto,Two-Door Car,465,,EB93628,10759.0
,Oregon,M,Bachelor,,0,182,0,Personal Auto,Luxury,1953,,PK35830,12357.0
,Arizona,M,Bachelor,,68331,63,0,Personal Auto,Four-Door Car,302,,KY98596,5033.0
,Arizona,M,High School or Below,,0,71,1,Personal Auto,Two-Door Car,511,,CI19819,2370.0
,Nevada,M,College,,21636,64,5,Personal Auto,Two-Door Car,213,,TN82637,11236.0
,Oregon,M,High School or Below,,0,121,0,Corporate Auto,SUV,871,,FA90739,12476.0
,Oregon,F,College,,0,133,0,Personal Auto,SUV,1386,,FD62224,14641.0
,California,F,Bachelor,,0,64,0,Personal Auto,Four-Door Car,307,,KE45653,4731.0
,Washington,F,College,,35601,69,0,Personal Auto,Four-Door Car,249,,FC10193,10620.0
,Oregon,M,High School or Below,,0,198,1,Corporate Auto,Luxury,1425,,DO48835,13478.0
,California,M,College,,28558,119,4,Personal Auto,SUV,797,,VK44934,8873.0
,Nevada,F,High School or Below,,60101,66,0,Corporate Auto,Two-Door Car,1,,XB89264,5260.0
,Arizona,M,College,,22426,76,1,Corporate Auto,Four-Door Car,528,,XL49151,2792.0
,Oregon,M,College,,30720,139,4,Personal Auto,SUV,778,,FG42635,10018.0
,Oregon,F,Bachelor,,34161,186,3,Personal Auto,SUV,892,,FE12805,7180.0
,Oregon,F,Bachelor,,42987,77,0,Personal Auto,Four-Door Car,128,,GT17701,3012.0
,Oregon,M,Bachelor,,0,61,0,Personal Auto,Four-Door Car,292,,CH76379,4236.0
,Arizona,F,High School or Below,,80928,132,0,Corporate Auto,SUV,538,,QT77453,5283.0
,Washington,F,Bachelor,,86640,67,0,Personal Auto,Four-Door Car,65,,BS90503,5395.0
,California,F,College,,26714,64,1,Personal Auto,Two-Door Car,307,,MX93376,6913.0
,Arizona,M,Bachelor,,78618,66,0,Corporate Auto,Two-Door Car,225,,KT54608,2619.0
,Oregon,F,High School or Below,,0,78,0,Personal Auto,Four-Door Car,732,,CY18875,8390.0
,California,M,College,,0,126,0,Personal Auto,SUV,604,,YT74573,13727.0
,Nevada,M,College,,62977,115,0,Corporate Auto,SUV,552,,WL46640,4482.0
,Oregon,F,College,,0,79,0,Special Auto,Four-Door Car,568,,CY49953,2827.0
,California,F,High School or Below,,19724,72,0,Personal Auto,Four-Door Car,345,,FD72269,5584.0
,California,F,High School or Below,,27558,65,0,Personal Auto,Four-Door Car,312,,RE29039,7568.0
,California,F,College,,86054,239,0,Personal Auto,Luxury,115,,TA35356,9664.0
,California,F,High School or Below,,42846,81,0,Corporate Auto,Four-Door Car,286,,HS88081,6480.0
,Nevada,F,Bachelor,,57107,110,3,Personal Auto,SUV,528,,SM52948,8707.0
,Oregon,M,High School or Below,,0,119,0,Personal Auto,Luxury,571,,ZL30083,9048.0
,Washington,M,College,,54314,66,0,Personal Auto,Four-Door Car,282,,MP22051,2615.0
,California,F,Doctor,,29950,61,0,Personal Auto,Two-Door Car,292,,OF38237,4878.0
,Nevada,F,College,,24195,90,0,Personal Auto,Two-Door Car,360,,KL27677,10793.0
,Oregon,F,High School or Below,,0,73,0,Personal Auto,Four-Door Car,388,,NX58648,5528.0
,Arizona,M,College,,47481,116,0,Personal Auto,SUV,556,,WP19664,4605.0
,Oregon,M,Bachelor,,63354,106,0,Personal Auto,Two-Door Car,508,,LB83807,8343.0
